id;parent_id;lang;name;uid;value;description
1415;10027;tr;İSLAHİYE;1415;1415;İSLAHİYE
1956;10027;tr;KARKAMIŞ;1956;1956;KARKAMIŞ
1546;10027;tr;NİZİP;1546;1546;NİZİP
1974;10027;tr;NURDAĞI;1974;1974;NURDAĞI
1549;10027;tr;OĞUZELİ;1549;1549;OĞUZELİ
1841;10027;tr;ŞAHİNBEY;1841;1841;ŞAHİNBEY
1844;10027;tr;ŞEHİTKAMİL;1844;1844;ŞEHİTKAMİL
1720;10027;tr;YAVUZELİ;1720;1720;YAVUZELİ
1133;10028;tr;ALUCRA;1133;1133;ALUCRA
1212;10028;tr;BULANCAK;1212;1212;BULANCAK
1893;10028;tr;ÇAMOLUK;1893;1893;ÇAMOLUK
1894;10028;tr;ÇANAKÇI;1894;1894;ÇANAKÇI
1272;10028;tr;DERELİ;1272;1272;DERELİ
1912;10028;tr;DOĞANKENT;1912;1912;DOĞANKENT
1320;10028;tr;ESPİYE;1320;1320;ESPİYE
1324;10028;tr;EYNESİL;1324;1324;EYNESİL
1361;10028;tr;GÖRELE;1361;1361;GÖRELE
1930;10028;tr;GÜCE;1930;1930;GÜCE
1465;10028;tr;KEŞAP;1465;1465;KEŞAP
1352;10028;tr;MERKEZ;1352;1352;MERKEZ
1837;10028;tr;PİRAZİZ;1837;1837;PİRAZİZ
1654;10028;tr;ŞEBİNKARAHİSAR;1654;1654;ŞEBİNKARAHİSAR
1678;10028;tr;TİREBOLU;1678;1678;TİREBOLU
1854;10028;tr;YAĞLIDERE;1854;1854;YAĞLIDERE
1458;10029;tr;KELKİT;1458;1458;KELKİT
1822;10029;tr;KÖSE;1822;1822;KÖSE
1971;10029;tr;KÜRTÜN;1971;1971;KÜRTÜN
1369;10029;tr;MERKEZ;1369;1369;MERKEZ
1660;10029;tr;ŞİRAN;1660;1660;ŞİRAN
1684;10029;tr;TORUL;1684;1684;TORUL
1261;10030;tr;ÇUKURCA;1261;1261;ÇUKURCA
2107;10030;tr;DERECİK;2107;2107;DERECİK
1377;10030;tr;MERKEZ;1377;1377;MERKEZ
1656;10030;tr;ŞEMDİNLİ;1656;1656;ŞEMDİNLİ
1737;10030;tr;YÜKSEKOVA;1737;1737;YÜKSEKOVA
1131;10031;tr;ALTINÖZÜ;1131;1131;ALTINÖZÜ
2080;10031;tr;ANTAKYA;2080;2080;ANTAKYA
2081;10031;tr;ARSUZ;2081;2081;ARSUZ
1887;10031;tr;BELEN;1887;1887;BELEN
2082;10031;tr;DEFNE;2082;2082;DEFNE
1289;10031;tr;DÖRTYOL;1289;1289;DÖRTYOL
1792;10031;tr;ERZİN;1792;1792;ERZİN
1382;10031;tr;HASSA;1382;1382;HASSA
1413;10031;tr;İSKENDERUN;1413;1413;İSKENDERUN
1468;10031;tr;KIRIKHAN;1468;1468;KIRIKHAN
1970;10031;tr;KUMLU;1970;1970;KUMLU
2083;10031;tr;PAYAS;2083;2083;PAYAS
1585;10031;tr;REYHANLI;1585;1585;REYHANLI
1591;10031;tr;SAMANDAĞ;1591;1591;SAMANDAĞ
1721;10031;tr;YAYLADAĞI;1721;1721;YAYLADAĞI
1755;10032;tr;AKSU;1755;1755;AKSU
1154;10032;tr;ATABEY;1154;1154;ATABEY
1297;10032;tr;EĞİRDİR;1297;1297;EĞİRDİR
1341;10032;tr;GELENDOST;1341;1341;GELENDOST
1929;10032;tr;GÖNEN;1929;1929;GÖNEN
1456;10032;tr;KEÇİBORLU;1456;1456;KEÇİBORLU
1401;10032;tr;MERKEZ;1401;1401;MERKEZ
1615;10032;tr;SENİRKENT;1615;1615;SENİRKENT
1648;10032;tr;SÜTÇÜLER;1648;1648;SÜTÇÜLER
1651;10032;tr;ŞARKİKARAAĞAÇ;1651;1651;ŞARKİKARAAĞAÇ
1699;10032;tr;ULUBORLU;1699;1699;ULUBORLU
1717;10032;tr;YALVAÇ;1717;1717;YALVAÇ
2001;10032;tr;YENİŞARBADEMLİ;2001;2001;YENİŞARBADEMLİ
2064;10033;tr;AKDENİZ;2064;2064;AKDENİZ
1135;10033;tr;ANAMUR;1135;1135;ANAMUR
1766;10033;tr;AYDINCIK;1766;1766;AYDINCIK
1779;10033;tr;BOZYAZI;1779;1779;BOZYAZI
1892;10033;tr;ÇAMLIYAYLA;1892;1892;ÇAMLIYAYLA
1311;10033;tr;ERDEMLİ;1311;1311;ERDEMLİ
1366;10033;tr;GÜLNAR;1366;1366;GÜLNAR
2065;10033;tr;MEZİTLİ;2065;2065;MEZİTLİ
1536;10033;tr;MUT;1536;1536;MUT
1621;10033;tr;SİLİFKE;1621;1621;SİLİFKE
1665;10033;tr;TARSUS;1665;1665;TARSUS
2066;10033;tr;TOROSLAR;2066;2066;TOROSLAR
2067;10033;tr;YENİŞEHİR;2067;2067;YENİŞEHİR
1103;10034;tr;ADALAR;1103;1103;ADALAR
2048;10034;tr;ARNAVUTKÖY;2048;2048;ARNAVUTKÖY
2049;10034;tr;ATAŞEHİR;2049;2049;ATAŞEHİR
2003;10034;tr;AVCILAR;2003;2003;AVCILAR
2004;10034;tr;BAĞCILAR;2004;2004;BAĞCILAR
2005;10034;tr;BAHÇELİEVLER;2005;2005;BAHÇELİEVLER
1166;10034;tr;BAKIRKÖY;1166;1166;BAKIRKÖY
2050;10034;tr;BAŞAKŞEHİR;2050;2050;BAŞAKŞEHİR
1886;10034;tr;BAYRAMPAŞA;1886;1886;BAYRAMPAŞA
1183;10034;tr;BEŞİKTAŞ;1183;1183;BEŞİKTAŞ
1185;10034;tr;BEYKOZ;1185;1185;BEYKOZ
2051;10034;tr;BEYLİKDÜZÜ;2051;2051;BEYLİKDÜZÜ
1186;10034;tr;BEYOĞLU;1186;1186;BEYOĞLU
1782;10034;tr;BÜYÜKÇEKMECE;1782;1782;BÜYÜKÇEKMECE
1237;10034;tr;ÇATALCA;1237;1237;ÇATALCA
2052;10034;tr;ÇEKMEKÖY;2052;2052;ÇEKMEKÖY
2016;10034;tr;ESENLER;2016;2016;ESENLER
2053;10034;tr;ESENYURT;2053;2053;ESENYURT
1325;10034;tr;EYÜPSULTAN;1325;1325;EYÜPSULTAN
1327;10034;tr;FATİH;1327;1327;FATİH
1336;10034;tr;GAZİOSMANPAŞA;1336;1336;GAZİOSMANPAŞA
2010;10034;tr;GÜNGÖREN;2010;2010;GÜNGÖREN
1421;10034;tr;KADIKÖY;1421;1421;KADIKÖY
1810;10034;tr;KAĞITHANE;1810;1810;KAĞITHANE
1449;10034;tr;KARTAL;1449;1449;KARTAL
1823;10034;tr;KÜÇÜKÇEKMECE;1823;1823;KÜÇÜKÇEKMECE
2012;10034;tr;MALTEPE;2012;2012;MALTEPE
1835;10034;tr;PENDİK;1835;1835;PENDİK
2054;10034;tr;SANCAKTEPE;2054;2054;SANCAKTEPE
1604;10034;tr;SARIYER;1604;1604;SARIYER
1622;10034;tr;SİLİVRİ;1622;1622;SİLİVRİ
2014;10034;tr;SULTANBEYLİ;2014;2014;SULTANBEYLİ
2055;10034;tr;SULTANGAZİ;2055;2055;SULTANGAZİ
1659;10034;tr;ŞİLE;1659;1659;ŞİLE
1663;10034;tr;ŞİŞLİ;1663;1663;ŞİŞLİ
2015;10034;tr;TUZLA;2015;2015;TUZLA
1852;10034;tr;ÜMRANİYE;1852;1852;ÜMRANİYE
1708;10034;tr;ÜSKÜDAR;1708;1708;ÜSKÜDAR
1739;10034;tr;ZEYTİNBURNU;1739;1739;ZEYTİNBURNU
1128;10035;tr;ALİAĞA;1128;1128;ALİAĞA
2006;10035;tr;BALÇOVA;2006;2006;BALÇOVA
1178;10035;tr;BAYINDIR;1178;1178;BAYINDIR
2056;10035;tr;BAYRAKLI;2056;2056;BAYRAKLI
1181;10035;tr;BERGAMA;1181;1181;BERGAMA
1776;10035;tr;BEYDAĞ;1776;1776;BEYDAĞ
1203;10035;tr;BORNOVA;1203;1203;BORNOVA
1780;10035;tr;BUCA;1780;1780;BUCA
1251;10035;tr;ÇEŞME;1251;1251;ÇEŞME
2007;10035;tr;ÇİĞLİ;2007;2007;ÇİĞLİ
1280;10035;tr;DİKİLİ;1280;1280;DİKİLİ
1334;10035;tr;FOÇA;1334;1334;FOÇA
2009;10035;tr;GAZİEMİR;2009;2009;GAZİEMİR
2018;10035;tr;GÜZELBAHÇE;2018;2018;GÜZELBAHÇE
2057;10035;tr;KARABAĞLAR;2057;2057;KARABAĞLAR
1432;10035;tr;KARABURUN;1432;1432;KARABURUN
1448;10035;tr;KARŞIYAKA;1448;1448;KARŞIYAKA
1461;10035;tr;KEMALPAŞA;1461;1461;KEMALPAŞA
1467;10035;tr;KINIK;1467;1467;KINIK
1477;10035;tr;KİRAZ;1477;1477;KİRAZ
1819;10035;tr;KONAK;1819;1819;KONAK
1826;10035;tr;MENDERES;1826;1826;MENDERES
1521;10035;tr;MENEMEN;1521;1521;MENEMEN
2013;10035;tr;NARLIDERE;2013;2013;NARLIDERE
1563;10035;tr;ÖDEMİŞ;1563;1563;ÖDEMİŞ
1611;10035;tr;SEFERİHİSAR;1611;1611;SEFERİHİSAR
1612;10035;tr;SELÇUK;1612;1612;SELÇUK
1677;10035;tr;TİRE;1677;1677;TİRE
1682;10035;tr;TORBALI;1682;1682;TORBALI
1703;10035;tr;URLA;1703;1703;URLA
1756;10036;tr;AKYAKA;1756;1756;AKYAKA
1149;10036;tr;ARPAÇAY;1149;1149;ARPAÇAY
1279;10036;tr;DİGOR;1279;1279;DİGOR
1424;10036;tr;KAĞIZMAN;1424;1424;KAĞIZMAN
1447;10036;tr;MERKEZ;1447;1447;MERKEZ
1601;10036;tr;SARIKAMIŞ;1601;1601;SARIKAMIŞ
1614;10036;tr;SELİM;1614;1614;SELİM
1645;10036;tr;SUSUZ;1645;1645;SUSUZ
1101;10037;tr;ABANA;1101;1101;ABANA
1867;10037;tr;AĞLI;1867;1867;AĞLI
1140;10037;tr;ARAÇ;1140;1140;ARAÇ
1162;10037;tr;AZDAVAY;1162;1162;AZDAVAY
1208;10037;tr;BOZKURT;1208;1208;BOZKURT
1221;10037;tr;CİDE;1221;1221;CİDE
1238;10037;tr;ÇATALZEYTİN;1238;1238;ÇATALZEYTİN
1264;10037;tr;DADAY;1264;1264;DADAY
1277;10037;tr;DEVREKANİ;1277;1277;DEVREKANİ
1915;10037;tr;DOĞANYURT;1915;1915;DOĞANYURT
1940;10037;tr;HANÖNÜ;1940;1940;HANÖNÜ
1805;10037;tr;İHSANGAZİ;1805;1805;İHSANGAZİ
1410;10037;tr;İNEBOLU;1410;1410;İNEBOLU
1499;10037;tr;KÜRE;1499;1499;KÜRE
1450;10037;tr;MERKEZ;1450;1450;MERKEZ
1836;10037;tr;PINARBAŞI;1836;1836;PINARBAŞI
1984;10037;tr;SEYDİLER;1984;1984;SEYDİLER
1845;10037;tr;ŞENPAZAR;1845;1845;ŞENPAZAR
1666;10037;tr;TAŞKÖPRÜ;1666;1666;TAŞKÖPRÜ
1685;10037;tr;TOSYA;1685;1685;TOSYA
1752;10038;tr;AKKIŞLA;1752;1752;AKKIŞLA
1218;10038;tr;BÜNYAN;1218;1218;BÜNYAN
1275;10038;tr;DEVELİ;1275;1275;DEVELİ
1330;10038;tr;FELAHİYE;1330;1330;FELAHİYE
1936;10038;tr;HACILAR;1936;1936;HACILAR
1409;10038;tr;İNCESU;1409;1409;İNCESU
1863;10038;tr;KOCASİNAN;1863;1863;KOCASİNAN
1864;10038;tr;MELİKGAZİ;1864;1864;MELİKGAZİ
1978;10038;tr;ÖZVATAN;1978;1978;ÖZVATAN
1576;10038;tr;PINARBAŞI;1576;1576;PINARBAŞI
1603;10038;tr;SARIOĞLAN;1603;1603;SARIOĞLAN
1605;10038;tr;SARIZ;1605;1605;SARIZ
1846;10038;tr;TALAS;1846;1846;TALAS
1680;10038;tr;TOMARZA;1680;1680;TOMARZA
1715;10038;tr;YAHYALI;1715;1715;YAHYALI
1727;10038;tr;YEŞİLHİSAR;1727;1727;YEŞİLHİSAR
1163;10039;tr;BABAESKİ;1163;1163;BABAESKİ
1270;10039;tr;DEMİRKÖY;1270;1270;DEMİRKÖY
1480;10039;tr;KOFÇAZ;1480;1480;KOFÇAZ
1505;10039;tr;LÜLEBURGAZ;1505;1505;LÜLEBURGAZ
1471;10039;tr;MERKEZ;1471;1471;MERKEZ
1572;10039;tr;PEHLİVANKÖY;1572;1572;PEHLİVANKÖY
1577;10039;tr;PINARHİSAR;1577;1577;PINARHİSAR
1714;10039;tr;VİZE;1714;1714;VİZE
1869;10040;tr;AKÇAKENT;1869;1869;AKÇAKENT
1754;10040;tr;AKPINAR;1754;1754;AKPINAR
1890;10040;tr;BOZTEPE;1890;1890;BOZTEPE
1254;10040;tr;ÇİÇEKDAĞI;1254;1254;ÇİÇEKDAĞI
1429;10040;tr;KAMAN;1429;1429;KAMAN
1472;10040;tr;MERKEZ;1472;1472;MERKEZ
1529;10040;tr;MUCUR;1529;1529;MUCUR
2058;10041;tr;BAŞİSKELE;2058;2058;BAŞİSKELE
2059;10041;tr;ÇAYIROVA;2059;2059;ÇAYIROVA
2060;10041;tr;DARICA;2060;2060;DARICA
2030;10041;tr;DERİNCE;2030;2030;DERİNCE
2061;10041;tr;DİLOVASI;2061;2061;DİLOVASI
1338;10041;tr;GEBZE;1338;1338;GEBZE
1355;10041;tr;GÖLCÜK;1355;1355;GÖLCÜK
2062;10041;tr;İZMİT;2062;2062;İZMİT
1430;10041;tr;KANDIRA;1430;1430;KANDIRA
1440;10041;tr;KARAMÜRSEL;1440;1440;KARAMÜRSEL
2063;10041;tr;KARTEPE;2063;2063;KARTEPE
1821;10041;tr;KÖRFEZ;1821;1821;KÖRFEZ
1868;10042;tr;AHIRLI;1868;1868;AHIRLI
1753;10042;tr;AKÖREN;1753;1753;AKÖREN
1122;10042;tr;AKŞEHİR;1122;1122;AKŞEHİR
1760;10042;tr;ALTINEKİN;1760;1760;ALTINEKİN
1188;10042;tr;BEYŞEHİR;1188;1188;BEYŞEHİR
1207;10042;tr;BOZKIR;1207;1207;BOZKIR
1222;10042;tr;CİHANBEYLİ;1222;1222;CİHANBEYLİ
1902;10042;tr;ÇELTİK;1902;1902;ÇELTİK
1262;10042;tr;ÇUMRA;1262;1262;ÇUMRA
1907;10042;tr;DERBENT;1907;1907;DERBENT
1789;10042;tr;DEREBUCAK;1789;1789;DEREBUCAK
1285;10042;tr;DOĞANHİSAR;1285;1285;DOĞANHİSAR
1920;10042;tr;EMİRGAZİ;1920;1920;EMİRGAZİ
1312;10042;tr;EREĞLİ;1312;1312;EREĞLİ
1933;10042;tr;GÜNEYSINIR;1933;1933;GÜNEYSINIR
1375;10042;tr;HADİM;1375;1375;HADİM
1937;10042;tr;HALKAPINAR;1937;1937;HALKAPINAR
1804;10042;tr;HÜYÜK;1804;1804;HÜYÜK
1400;10042;tr;ILGIN;1400;1400;ILGIN
1422;10042;tr;KADINHANI;1422;1422;KADINHANI
1441;10042;tr;KARAPINAR;1441;1441;KARAPINAR
1814;10042;tr;KARATAY;1814;1814;KARATAY
1491;10042;tr;KULU;1491;1491;KULU
1827;10042;tr;MERAM;1827;1827;MERAM
1598;10042;tr;SARAYÖNÜ;1598;1598;SARAYÖNÜ
1839;10042;tr;SELÇUKLU;1839;1839;SELÇUKLU
1617;10042;tr;SEYDİŞEHİR;1617;1617;SEYDİŞEHİR
1848;10042;tr;TAŞKENT;1848;1848;TAŞKENT
1990;10042;tr;TUZLUKÇU;1990;1990;TUZLUKÇU
1994;10042;tr;YALIHÜYÜK;1994;1994;YALIHÜYÜK
1735;10042;tr;YUNAK;1735;1735;YUNAK
1132;10043;tr;ALTINTAŞ;1132;1132;ALTINTAŞ
1764;10043;tr;ASLANAPA;1764;1764;ASLANAPA
1898;10043;tr;ÇAVDARHİSAR;1898;1898;ÇAVDARHİSAR
1288;10043;tr;DOMANİÇ;1288;1288;DOMANİÇ
1790;10043;tr;DUMLUPINAR;1790;1790;DUMLUPINAR
1304;10043;tr;EMET;1304;1304;EMET
1339;10043;tr;GEDİZ;1339;1339;GEDİZ
1802;10043;tr;HİSARCIK;1802;1802;HİSARCIK
1500;10043;tr;MERKEZ;1500;1500;MERKEZ
1979;10043;tr;PAZARLAR;1979;1979;PAZARLAR
1625;10043;tr;SİMAV;1625;1625;SİMAV
1843;10043;tr;ŞAPHANE;1843;1843;ŞAPHANE
1671;10043;tr;TAVŞANLI;1671;1671;TAVŞANLI
1114;10044;tr;AKÇADAĞ;1114;1114;AKÇADAĞ
1143;10044;tr;ARAPGİR;1143;1143;ARAPGİR
1148;10044;tr;ARGUVAN;1148;1148;ARGUVAN
1772;10044;tr;BATTALGAZİ;1772;1772;BATTALGAZİ
1265;10044;tr;DARENDE;1265;1265;DARENDE
1286;10044;tr;DOĞANŞEHİR;1286;1286;DOĞANŞEHİR
1914;10044;tr;DOĞANYOL;1914;1914;DOĞANYOL
1390;10044;tr;HEKİMHAN;1390;1390;HEKİMHAN
1953;10044;tr;KALE;1953;1953;KALE
1969;10044;tr;KULUNCAK;1969;1969;KULUNCAK
1582;10044;tr;PÜTÜRGE;1582;1582;PÜTÜRGE
1995;10044;tr;YAZIHAN;1995;1995;YAZIHAN
1729;10044;tr;YEŞİLYURT;1729;1729;YEŞİLYURT
1751;10045;tr;AHMETLİ;1751;1751;AHMETLİ
1118;10045;tr;AKHİSAR;1118;1118;AKHİSAR
1127;10045;tr;ALAŞEHİR;1127;1127;ALAŞEHİR
1269;10045;tr;DEMİRCİ;1269;1269;DEMİRCİ
1793;10045;tr;GÖLMARMARA;1793;1793;GÖLMARMARA
1362;10045;tr;GÖRDES;1362;1362;GÖRDES
1470;10045;tr;KIRKAĞAÇ;1470;1470;KIRKAĞAÇ
1965;10045;tr;KÖPRÜBAŞI;1965;1965;KÖPRÜBAŞI
1489;10045;tr;KULA;1489;1489;KULA
1590;10045;tr;SALİHLİ;1590;1590;SALİHLİ
1600;10045;tr;SARIGÖL;1600;1600;SARIGÖL
1606;10045;tr;SARUHANLI;1606;1606;SARUHANLI
1613;10045;tr;SELENDİ;1613;1613;SELENDİ
1634;10045;tr;SOMA;1634;1634;SOMA
2086;10045;tr;ŞEHZADELER;2086;2086;ŞEHZADELER
1689;10045;tr;TURGUTLU;1689;1689;TURGUTLU
2087;10045;tr;YUNUSEMRE;2087;2087;YUNUSEMRE
1107;10046;tr;AFŞİN;1107;1107;AFŞİN
1136;10046;tr;ANDIRIN;1136;1136;ANDIRIN
1785;10046;tr;ÇAĞLAYANCERİT;1785;1785;ÇAĞLAYANCERİT
2084;10046;tr;DULKADİROĞLU;2084;2084;DULKADİROĞLU
1919;10046;tr;EKİNÖZÜ;1919;1919;EKİNÖZÜ
1299;10046;tr;ELBİSTAN;1299;1299;ELBİSTAN
1353;10046;tr;GÖKSUN;1353;1353;GÖKSUN
1975;10046;tr;NURHAK;1975;1975;NURHAK
2085;10046;tr;ONİKİŞUBAT;2085;2085;ONİKİŞUBAT
1570;10046;tr;PAZARCIK;1570;1570;PAZARCIK
1694;10046;tr;TÜRKOĞLU;1694;1694;TÜRKOĞLU
2088;10047;tr;ARTUKLU;2088;2088;ARTUKLU
1787;10047;tr;DARGEÇİT;1787;1787;DARGEÇİT
1273;10047;tr;DERİK;1273;1273;DERİK
1474;10047;tr;KIZILTEPE;1474;1474;KIZILTEPE
1519;10047;tr;MAZIDAĞI;1519;1519;MAZIDAĞI
1526;10047;tr;MİDYAT;1526;1526;MİDYAT
1547;10047;tr;NUSAYBİN;1547;1547;NUSAYBİN
1564;10047;tr;ÖMERLİ;1564;1564;ÖMERLİ
1609;10047;tr;SAVUR;1609;1609;SAVUR
2002;10047;tr;YEŞİLLİ;2002;2002;YEŞİLLİ
1197;10048;tr;BODRUM;1197;1197;BODRUM
1742;10048;tr;DALAMAN;1742;1742;DALAMAN
1266;10048;tr;DATÇA;1266;1266;DATÇA
1331;10048;tr;FETHİYE;1331;1331;FETHİYE
1958;10048;tr;KAVAKLIDERE;1958;1958;KAVAKLIDERE
1488;10048;tr;KÖYCEĞİZ;1488;1488;KÖYCEĞİZ
1517;10048;tr;MARMARİS;1517;1517;MARMARİS
2089;10048;tr;MENTEŞE;2089;2089;MENTEŞE
1528;10048;tr;MİLAS;1528;1528;MİLAS
1831;10048;tr;ORTACA;1831;1831;ORTACA
2090;10048;tr;SEYDİKEMER;2090;2090;SEYDİKEMER
1695;10048;tr;ULA;1695;1695;ULA
1719;10048;tr;YATAĞAN;1719;1719;YATAĞAN
1213;10049;tr;BULANIK;1213;1213;BULANIK
1801;10049;tr;HASKÖY;1801;1801;HASKÖY
1964;10049;tr;KORKUT;1964;1964;KORKUT
1510;10049;tr;MALAZGİRT;1510;1510;MALAZGİRT
1534;10049;tr;MERKEZ;1534;1534;MERKEZ
1711;10049;tr;VARTO;1711;1711;VARTO
1749;10050;tr;ACIGÖL;1749;1749;ACIGÖL
1155;10050;tr;AVANOS;1155;1155;AVANOS
1274;10050;tr;DERİNKUYU;1274;1274;DERİNKUYU
1367;10050;tr;GÜLŞEHİR;1367;1367;GÜLŞEHİR
1374;10050;tr;HACIBEKTAŞ;1374;1374;HACIBEKTAŞ
1485;10050;tr;KOZAKLI;1485;1485;KOZAKLI
1543;10050;tr;MERKEZ;1543;1543;MERKEZ
1707;10050;tr;ÜRGÜP;1707;1707;ÜRGÜP
1876;10051;tr;ALTUNHİSAR;1876;1876;ALTUNHİSAR
1201;10051;tr;BOR;1201;1201;BOR
1225;10051;tr;ÇAMARDI;1225;1225;ÇAMARDI
1904;10051;tr;ÇİFTLİK;1904;1904;ÇİFTLİK
1544;10051;tr;MERKEZ;1544;1544;MERKEZ
1700;10051;tr;ULUKIŞLA;1700;1700;ULUKIŞLA
1119;10052;tr;AKKUŞ;1119;1119;AKKUŞ
2103;10052;tr;ALTINORDU;2103;2103;ALTINORDU
1158;10052;tr;AYBASTI;1158;1158;AYBASTI
1891;10052;tr;ÇAMAŞ;1891;1891;ÇAMAŞ
1897;10052;tr;ÇATALPINAR;1897;1897;ÇATALPINAR
1900;10052;tr;ÇAYBAŞI;1900;1900;ÇAYBAŞI
1328;10052;tr;FATSA;1328;1328;FATSA
1358;10052;tr;GÖLKÖY;1358;1358;GÖLKÖY
1795;10052;tr;GÜLYALI;1795;1795;GÜLYALI
1797;10052;tr;GÜRGENTEPE;1797;1797;GÜRGENTEPE
1947;10052;tr;İKİZCE;1947;1947;İKİZCE
1950;10052;tr;KABADÜZ;1950;1950;KABADÜZ
1951;10052;tr;KABATAŞ;1951;1951;KABATAŞ
1482;10052;tr;KORGAN;1482;1482;KORGAN
1493;10052;tr;KUMRU;1493;1493;KUMRU
1525;10052;tr;MESUDİYE;1525;1525;MESUDİYE
1573;10052;tr;PERŞEMBE;1573;1573;PERŞEMBE
1696;10052;tr;ULUBEY;1696;1696;ULUBEY
1706;10052;tr;ÜNYE;1706;1706;ÜNYE
1146;10053;tr;ARDEŞEN;1146;1146;ARDEŞEN
1228;10053;tr;ÇAMLIHEMŞİN;1228;1228;ÇAMLIHEMŞİN
1241;10053;tr;ÇAYELİ;1241;1241;ÇAYELİ
1908;10053;tr;DEREPAZARI;1908;1908;DEREPAZARI
1332;10053;tr;FINDIKLI;1332;1332;FINDIKLI
1796;10053;tr;GÜNEYSU;1796;1796;GÜNEYSU
1943;10053;tr;HEMŞİN;1943;1943;HEMŞİN
1405;10053;tr;İKİZDERE;1405;1405;İKİZDERE
1949;10053;tr;İYİDERE;1949;1949;İYİDERE
1428;10053;tr;KALKANDERE;1428;1428;KALKANDERE
1586;10053;tr;MERKEZ;1586;1586;MERKEZ
1569;10053;tr;PAZAR;1569;1569;PAZAR
2068;10054;tr;ADAPAZARI;2068;2068;ADAPAZARI
1123;10054;tr;AKYAZI;1123;1123;AKYAZI
2069;10054;tr;ARİFİYE;2069;2069;ARİFİYE
2070;10054;tr;ERENLER;2070;2070;ERENLER
1925;10054;tr;FERİZLİ;1925;1925;FERİZLİ
1351;10054;tr;GEYVE;1351;1351;GEYVE
1391;10054;tr;HENDEK;1391;1391;HENDEK
1955;10054;tr;KARAPÜRÇEK;1955;1955;KARAPÜRÇEK
1442;10054;tr;KARASU;1442;1442;KARASU
1453;10054;tr;KAYNARCA;1453;1453;KAYNARCA
1818;10054;tr;KOCAALİ;1818;1818;KOCAALİ
1833;10054;tr;PAMUKOVA;1833;1833;PAMUKOVA
1595;10054;tr;SAPANCA;1595;1595;SAPANCA
2071;10054;tr;SERDİVAN;2071;2071;SERDİVAN
1986;10054;tr;SÖĞÜTLÜ;1986;1986;SÖĞÜTLÜ
1847;10054;tr;TARAKLI;1847;1847;TARAKLI
1125;10055;tr;ALAÇAM;1125;1125;ALAÇAM
1763;10055;tr;ASARCIK;1763;1763;ASARCIK
2072;10055;tr;ATAKUM;2072;2072;ATAKUM
1879;10055;tr;AYVACIK;1879;1879;AYVACIK
1164;10055;tr;BAFRA;1164;1164;BAFRA
2073;10055;tr;CANİK;2073;2073;CANİK
1234;10055;tr;ÇARŞAMBA;1234;1234;ÇARŞAMBA
1386;10055;tr;HAVZA;1386;1386;HAVZA
2074;10055;tr;İLKADIM;2074;2074;İLKADIM
1452;10055;tr;KAVAK;1452;1452;KAVAK
1501;10055;tr;LADİK;1501;1501;LADİK
1838;10055;tr;SALIPAZARI;1838;1838;SALIPAZARI
1849;10055;tr;TEKKEKÖY;1849;1849;TEKKEKÖY
1676;10055;tr;TERME;1676;1676;TERME
1712;10055;tr;VEZİRKÖPRÜ;1712;1712;VEZİRKÖPRÜ
1993;10055;tr;YAKAKENT;1993;1993;YAKAKENT
1830;10055;tr;19 MAYIS;1830;1830;19 MAYIS
1179;10056;tr;BAYKAN;1179;1179;BAYKAN
1317;10056;tr;ERUH;1317;1317;ERUH
1495;10056;tr;KURTALAN;1495;1495;KURTALAN
1620;10056;tr;MERKEZ;1620;1620;MERKEZ
1575;10056;tr;PERVARİ;1575;1575;PERVARİ
1662;10056;tr;ŞİRVAN;1662;1662;ŞİRVAN
1878;10056;tr;TİLLO;1878;1878;TİLLO
1156;10057;tr;AYANCIK;1156;1156;AYANCIK
1204;10057;tr;BOYABAT;1204;1204;BOYABAT
1910;10057;tr;DİKMEN;1910;1910;DİKMEN
1290;10057;tr;DURAĞAN;1290;1290;DURAĞAN
1314;10057;tr;ERFELEK;1314;1314;ERFELEK
1349;10057;tr;GERZE;1349;1349;GERZE
1627;10057;tr;MERKEZ;1627;1627;MERKEZ
1981;10057;tr;SARAYDÜZÜ;1981;1981;SARAYDÜZÜ
1693;10057;tr;TÜRKELİ;1693;1693;TÜRKELİ
1870;10058;tr;AKINCILAR;1870;1870;AKINCILAR
1875;10058;tr;ALTINYAYLA;1875;1875;ALTINYAYLA
1282;10058;tr;DİVRİĞİ;1282;1282;DİVRİĞİ
1913;10058;tr;DOĞANŞAR;1913;1913;DOĞANŞAR
1342;10058;tr;GEMEREK;1342;1342;GEMEREK
1927;10058;tr;GÖLOVA;1927;1927;GÖLOVA
1373;10058;tr;GÜRÜN;1373;1373;GÜRÜN
1376;10058;tr;HAFİK;1376;1376;HAFİK
1407;10058;tr;İMRANLI;1407;1407;İMRANLI
1431;10058;tr;KANGAL;1431;1431;KANGAL
1484;10058;tr;KOYULHİSAR;1484;1484;KOYULHİSAR
1628;10058;tr;MERKEZ;1628;1628;MERKEZ
1646;10058;tr;SUŞEHRİ;1646;1646;SUŞEHRİ
1650;10058;tr;ŞARKIŞLA;1650;1650;ŞARKIŞLA
1991;10058;tr;ULAŞ;1991;1991;ULAŞ
1731;10058;tr;YILDIZELİ;1731;1731;YILDIZELİ
1738;10058;tr;ZARA;1738;1738;ZARA
1250;10059;tr;ÇERKEZKÖY;1250;1250;ÇERKEZKÖY
1258;10059;tr;ÇORLU;1258;1258;ÇORLU
